employee_id,pay_period_start,pay_period_end,total_hours_worked,overtime_hours,gross_pay,net_pay,pay_date
36,2020-11-01,2020-11-15,60,20,3725,3369,2020-11-16
36,2021-11-13,2021-11-27,68,2,2968,2622,2021-11-28
36,2016-09-18,2016-10-02,66,15,2060,1820,2016-10-03
36,2021-07-15,2021-07-29,66,18,2149,1867,2021-07-30
36,2021-05-22,2021-06-05,60,12,3869,3693,2021-06-06
36,2022-09-25,2022-10-09,60,1,2946,2559,2022-10-10
36,2018-10-01,2018-10-15,65,20,3344,3213,2018-10-16
36,2023-07-25,2023-08-08,79,2,3369,3240,2023-08-09
36,2023-11-04,2023-11-18,68,20,3001,2559,2023-11-19
36,2021-01-06,2021-01-20,80,19,3218,2734,2021-01-21
36,2018-06-24,2018-07-08,61,8,2606,2136,2018-07-09
36,2020-04-01,2020-04-15,78,12,2320,1834,2020-04-16
36,2015-01-18,2015-02-01,72,0,2544,2217,2015-02-02
36,2018-04-18,2018-05-02,60,11,2783,2573,2018-05-03
36,2023-08-09,2023-08-23,69,6,3222,2769,2023-08-24
36,2017-03-24,2017-04-07,71,15,3168,2691,2017-04-08
36,2015-01-27,2015-02-10,74,16,3101,2934,2015-02-11
36,2022-10-01,2022-10-15,63,1,3557,3207,2022-10-16
36,2021-07-20,2021-08-03,60,14,3729,3246,2021-08-04
36,2023-02-02,2023-02-16,68,1,3139,2950,2023-02-17
36,2015-03-19,2015-04-02,76,10,3764,3334,2015-04-03
37,2018-08-26,2018-09-09,76,16,2702,2520,2018-09-10
37,2020-03-20,2020-04-03,60,3,3051,2602,2020-04-04
37,2016-06-05,2016-06-19,79,16,2833,2570,2016-06-20
37,2021-06-08,2021-06-22,75,6,3333,2930,2021-06-23
37,2017-07-24,2017-08-07,78,4,3349,2899,2017-08-08
37,2014-09-20,2014-10-04,78,11,2733,2437,2014-10-05
37,2015-04-23,2015-05-07,79,13,3315,3139,2015-05-08
37,2016-04-16,2016-04-30,68,5,2251,1938,2016-05-01
37,2022-04-27,2022-05-11,66,2,3075,2722,2022-05-12
37,2018-07-21,2018-08-04,79,15,2369,2173,2018-08-05
37,2020-10-13,2020-10-27,73,14,3008,2897,2020-10-28
37,2019-03-30,2019-04-13,68,19,2133,1856,2019-04-14
37,2022-09-11,2022-09-25,72,17,2748,2528,2022-09-26
37,2018-03-02,2018-03-16,77,12,2551,2319,2018-03-17
37,2022-10-07,2022-10-21,72,12,3073,2842,2022-10-22
37,2024-04-12,2024-04-26,68,18,2551,2259,2024-04-27
37,2020-12-27,2021-01-10,74,18,2695,2568,2021-01-11
37,2021-09-24,2021-10-08,67,11,2402,2081,2021-10-09
37,2017-02-16,2017-03-02,80,20,2052,1587,2017-03-03
37,2020-08-01,2020-08-15,73,0,3554,3410,2020-08-16
37,2015-06-21,2015-07-05,65,8,3745,3562,2015-07-06
37,2022-05-02,2022-05-16,70,9,2453,2081,2022-05-17
37,2023-06-01,2023-06-15,76,19,2635,2435,2023-06-16
37,2019-08-31,2019-09-14,80,4,3456,3298,2019-09-15
38,2014-12-09,2014-12-23,76,6,3284,3040,2014-12-24
38,2024-06-26,2024-07-10,77,9,2470,2081,2024-07-11
38,2020-04-14,2020-04-28,70,16,3599,3334,2020-04-29
38,2023-11-30,2023-12-14,63,3,3664,3480,2023-12-15
38,2020-07-20,2020-08-03,68,16,2397,2219,2020-08-04
38,2015-07-26,2015-08-09,78,2,2071,1667,2015-08-10
38,2017-06-24,2017-07-08,61,12,2262,1881,2017-07-09
38,2024-03-19,2024-04-02,68,4,2471,2245,2024-04-03
38,2020-08-22,2020-09-05,73,19,2910,2705,2020-09-06
38,2024-04-10,2024-04-24,63,15,2227,1836,2024-04-25
38,2018-03-03,2018-03-17,77,1,2228,1819,2018-03-18
38,2020-11-10,2020-11-24,76,1,2876,2773,2020-11-25
38,2023-10-14,2023-10-28,66,9,2327,2133,2023-10-29
38,2021-03-20,2021-04-03,67,19,3460,3046,2021-04-04
38,2020-12-24,2021-01-07,75,2,3944,3545,2021-01-08
38,2022-09-01,2022-09-15,80,10,2951,2701,2022-09-16
38,2015-04-17,2015-05-01,76,14,3367,3175,2015-05-02
38,2022-01-26,2022-02-09,66,0,3244,3075,2022-02-10
38,2016-02-08,2016-02-22,70,17,2607,2331,2016-02-23
38,2021-09-09,2021-09-23,60,12,3370,3216,2021-09-24
38,2014-11-01,2014-11-15,78,20,3087,2828,2014-11-16
38,2024-05-05,2024-05-19,61,20,3358,2944,2024-05-20
38,2017-01-20,2017-02-03,66,4,3291,2923,2017-02-04
38,2022-09-22,2022-10-06,78,3,3477,3152,2022-10-07
39,2018-03-27,2018-04-10,69,12,2005,1764,2018-04-11
39,2020-04-27,2020-05-11,73,5,2233,2033,2020-05-12
39,2018-06-25,2018-07-09,70,11,3438,3029,2018-07-10
39,2020-12-26,2021-01-09,63,9,3699,3556,2021-01-10
39,2020-06-19,2020-07-03,75,14,3537,3045,2020-07-04
39,2022-07-06,2022-07-20,60,17,3415,3309,2022-07-21
39,2024-01-27,2024-02-10,66,14,2727,2265,2024-02-11
39,2018-07-16,2018-07-30,75,7,3165,3056,2018-07-31
39,2023-05-10,2023-05-24,79,17,3043,2598,2023-05-25
39,2019-02-12,2019-02-26,61,0,3763,3332,2019-02-27
39,2021-05-17,2021-05-31,71,10,3945,3746,2021-06-01
39,2018-06-19,2018-07-03,66,0,3364,2887,2018-07-04
39,2024-01-06,2024-01-20,68,11,3179,2708,2024-01-21
39,2015-07-19,2015-08-02,68,1,3613,3362,2015-08-03
39,2023-03-13,2023-03-27,72,6,2936,2469,2023-03-28
39,2014-11-07,2014-11-21,66,0,3538,3370,2014-11-22
39,2018-01-04,2018-01-18,65,6,3777,3592,2018-01-19
39,2020-11-18,2020-12-02,61,7,2986,2724,2020-12-03
39,2022-01-15,2022-01-29,66,6,3196,2778,2022-01-30
39,2017-02-14,2017-02-28,62,16,3933,3732,2017-03-01
39,2022-03-27,2022-04-10,80,14,3741,3247,2022-04-11
39,2021-07-28,2021-08-11,62,2,3002,2631,2021-08-12
39,2021-02-16,2021-03-02,78,20,3654,3474,2021-03-03
39,2017-11-22,2017-12-06,68,3,3236,2858,2017-12-07
40,2020-12-21,2021-01-04,61,16,3333,2944,2021-01-05
40,2014-12-23,2015-01-06,68,20,3022,2712,2015-01-07
40,2017-08-16,2017-08-30,76,13,3002,2692,2017-08-31
40,2019-02-16,2019-03-02,63,4,2385,2210,2019-03-03
40,2017-06-07,2017-06-21,69,4,2460,2313,2017-06-22
40,2023-05-01,2023-05-15,62,8,3396,3286,2023-05-16
40,2023-11-16,2023-11-30,65,4,3278,3145,2023-12-01
40,2021-09-26,2021-10-10,71,6,3256,2961,2021-10-11
40,2021-12-18,2022-01-01,62,1,3033,2906,2022-01-02
40,2018-07-15,2018-07-29,62,11,2135,1852,2018-07-30
40,2023-03-12,2023-03-26,63,5,2573,2205,2023-03-27
40,2020-07-13,2020-07-27,64,16,2241,1978,2020-07-28
40,2015-10-04,2015-10-18,74,9,3503,3253,2015-10-19
40,2016-04-13,2016-04-27,78,3,3644,3219,2016-04-28
40,2018-04-27,2018-05-11,65,12,2451,2222,2018-05-12
40,2019-07-24,2019-08-07,74,2,2860,2638,2019-08-08
40,2023-01-17,2023-01-31,71,19,2571,2101,2023-02-01
40,2015-08-17,2015-08-31,71,7,3274,2848,2015-09-01
40,2021-12-29,2022-01-12,77,4,2044,1645,2022-01-13
40,2023-09-07,2023-09-21,77,18,2941,2545,2023-09-22
40,2023-03-09,2023-03-23,61,20,2457,1992,2023-03-24
40,2021-05-22,2021-06-05,61,9,3190,2851,2021-06-06
40,2023-08-29,2023-09-12,64,20,3833,3545,2023-09-13
40,2017-05-07,2017-05-21,66,15,2447,2312,2017-05-22
41,2016-12-27,2017-01-10,75,20,2229,2026,2017-01-11
41,2016-08-22,2016-09-05,78,2,3000,2521,2016-09-06
41,2023-12-13,2023-12-27,76,10,3372,2970,2023-12-28
41,2018-10-21,2018-11-04,78,0,3189,2844,2018-11-05
41,2022-03-17,2022-03-31,73,14,3046,2913,2022-04-01
41,2022-03-20,2022-04-03,62,17,3570,3105,2022-04-04
41,2019-07-18,2019-08-01,76,14,3088,2739,2019-08-02
41,2019-11-14,2019-11-28,68,17,2515,2311,2019-11-29
41,2019-04-16,2019-04-30,62,1,2549,2134,2019-05-01
41,2022-09-13,2022-09-27,77,19,3731,3434,2022-09-28
41,2017-12-28,2018-01-11,60,11,2396,1922,2018-01-12
41,2022-08-13,2022-08-27,66,15,3736,3540,2022-08-28
41,2015-04-13,2015-04-27,74,19,3045,2820,2015-04-28
41,2019-07-06,2019-07-20,66,18,3894,3606,2019-07-21
41,2022-02-22,2022-03-08,79,9,2077,1861,2022-03-09
41,2024-03-02,2024-03-16,65,15,2755,2322,2024-03-17
41,2014-08-09,2014-08-23,63,10,2033,1716,2014-08-24
41,2018-12-02,2018-12-16,64,10,3101,2859,2018-12-17
41,2018-02-19,2018-03-05,69,18,3157,2918,2018-03-06
41,2017-05-09,2017-05-23,77,3,2091,1815,2017-05-24
41,2022-06-14,2022-06-28,60,1,2820,2417,2022-06-29
41,2021-08-12,2021-08-26,75,7,3062,2922,2021-08-27
41,2017-12-21,2018-01-04,79,0,2581,2318,2018-01-05
41,2020-05-14,2020-05-28,74,20,2600,2471,2020-05-29
42,2021-05-02,2021-05-16,78,14,3729,3269,2021-05-17
42,2023-10-23,2023-11-06,74,4,2474,2259,2023-11-07
42,2021-11-24,2021-12-08,62,18,2539,2075,2021-12-09
42,2022-09-20,2022-10-04,70,16,2842,2443,2022-10-05
42,2016-11-07,2016-11-21,68,4,3803,3401,2016-11-22
42,2018-11-16,2018-11-30,64,9,2341,2112,2018-12-01
42,2020-01-28,2020-02-11,79,18,2893,2645,2020-02-12
42,2021-03-29,2021-04-12,61,13,3370,3239,2021-04-13
42,2022-01-29,2022-02-12,65,19,3265,2858,2022-02-13
42,2020-07-08,2020-07-22,78,14,2665,2520,2020-07-23
42,2015-06-18,2015-07-02,78,13,3166,2953,2015-07-03
42,2023-12-26,2024-01-09,74,9,2055,1734,2024-01-10
42,2016-12-10,2016-12-24,62,8,2143,1854,2016-12-25
42,2019-02-06,2019-02-20,68,1,2314,2021,2019-02-21
42,2023-08-04,2023-08-18,73,13,3807,3658,2023-08-19
42,2020-09-21,2020-10-05,76,6,2087,1690,2020-10-06
42,2023-06-27,2023-07-11,65,16,2999,2533,2023-07-12
42,2020-12-05,2020-12-19,80,20,3646,3204,2020-12-20
42,2018-07-20,2018-08-03,66,5,2801,2327,2018-08-04
42,2017-11-05,2017-11-19,77,3,3019,2617,2017-11-20
42,2015-01-09,2015-01-23,60,16,2592,2238,2015-01-24
42,2020-09-01,2020-09-15,64,20,2229,2045,2020-09-16
42,2023-03-20,2023-04-03,73,8,2158,1967,2023-04-04
42,2016-06-17,2016-07-01,75,0,3137,2746,2016-07-02
43,2017-11-27,2017-12-11,69,14,3316,2939,2017-12-12
43,2019-03-20,2019-04-03,72,18,2720,2353,2019-04-04
43,2014-11-04,2014-11-18,72,9,2320,2094,2014-11-19
43,2023-05-28,2023-06-11,79,7,3540,3419,2023-06-12
43,2016-12-15,2016-12-29,80,12,3807,3382,2016-12-30
43,2020-02-25,2020-03-10,63,18,2072,1699,2020-03-11
43,2016-02-15,2016-02-29,77,7,3473,3356,2016-03-01
43,2021-04-01,2021-04-15,68,18,2944,2498,2021-04-16
43,2022-03-17,2022-03-31,67,2,2519,2149,2022-04-01
43,2022-03-10,2022-03-24,66,20,3182,2955,2022-03-25
43,2023-02-01,2023-02-15,70,9,3496,3258,2023-02-16
43,2017-06-25,2017-07-09,66,13,2163,1665,2017-07-10
43,2016-06-02,2016-06-16,66,0,2123,1944,2016-06-17
43,2015-08-15,2015-08-29,66,16,2412,1999,2015-08-30
43,2014-12-23,2015-01-06,61,10,3639,3468,2015-01-07
43,2022-09-09,2022-09-23,69,17,2307,2094,2022-09-24
43,2023-07-03,2023-07-17,75,0,2312,1833,2023-07-18
43,2020-08-09,2020-08-23,69,16,2535,2417,2020-08-24
43,2016-05-26,2016-06-09,63,16,3377,3146,2016-06-10
43,2020-10-10,2020-10-24,79,16,2718,2613,2020-10-25
43,2016-01-23,2016-02-06,69,17,2836,2474,2016-02-07
43,2023-06-17,2023-07-01,76,7,2208,1852,2023-07-02
43,2015-04-16,2015-04-30,75,15,3877,3631,2015-05-01
43,2017-10-02,2017-10-16,61,19,2020,1848,2017-10-17
44,2016-07-29,2016-08-12,64,19,2188,1850,2016-08-13
44,2019-05-10,2019-05-24,66,19,2578,2243,2019-05-25
44,2018-10-23,2018-11-06,78,8,3217,3042,2018-11-07
44,2015-03-07,2015-03-21,71,0,2598,2109,2015-03-22
44,2023-06-14,2023-06-28,80,9,3406,3143,2023-06-29
44,2019-06-15,2019-06-29,67,13,2571,2344,2019-06-30
44,2024-02-09,2024-02-23,70,2,2382,2111,2024-02-24
44,2021-07-16,2021-07-30,67,8,2484,2018,2021-07-31
44,2022-05-04,2022-05-18,80,11,3113,2847,2022-05-19
44,2015-04-04,2015-04-18,73,17,2283,2150,2015-04-19
44,2019-07-18,2019-08-01,76,12,2903,2798,2019-08-02
44,2016-08-26,2016-09-09,69,16,2438,2065,2016-09-10
44,2016-06-20,2016-07-04,70,11,3388,2966,2016-07-05
44,2020-04-27,2020-05-11,67,6,3418,2962,2020-05-12
44,2022-06-06,2022-06-20,70,1,3629,3238,2022-06-21
44,2019-10-10,2019-10-24,62,13,2607,2156,2019-10-25
44,2023-10-02,2023-10-16,76,4,2478,2364,2023-10-17
44,2015-02-19,2015-03-05,72,15,3370,3079,2015-03-06
44,2021-03-09,2021-03-23,60,8,3579,3312,2021-03-24
44,2015-09-21,2015-10-05,73,7,2603,2465,2015-10-06
44,2018-11-02,2018-11-16,73,4,2976,2678,2018-11-17
44,2019-08-13,2019-08-27,80,4,2900,2469,2019-08-28
44,2021-03-03,2021-03-17,73,7,3514,3398,2021-03-18
44,2016-05-10,2016-05-24,78,3,2713,2511,2016-05-25
45,2018-10-05,2018-10-19,63,14,3002,2663,2018-10-20
45,2020-11-11,2020-11-25,67,0,2776,2580,2020-11-26
45,2020-08-05,2020-08-19,71,1,3621,3476,2020-08-20
45,2019-01-29,2019-02-12,80,10,3583,3379,2019-02-13
45,2021-07-18,2021-08-01,72,17,3891,3437,2021-08-02
45,2021-08-28,2021-09-11,64,5,2414,2236,2021-09-12
45,2019-12-16,2019-12-30,75,11,3221,3082,2019-12-31
45,2023-05-15,2023-05-29,72,9,2944,2613,2023-05-30
45,2022-05-27,2022-06-10,79,11,3039,2565,2022-06-11
45,2021-04-27,2021-05-11,67,18,3299,3010,2021-05-12
45,2016-11-24,2016-12-08,73,11,2632,2248,2016-12-09
45,2015-01-25,2015-02-08,78,11,2894,2670,2015-02-09
45,2014-10-12,2014-10-26,60,8,2501,2141,2014-10-27
45,2024-07-02,2024-07-16,76,14,2124,2018,2024-07-17
45,2020-07-26,2020-08-09,70,19,2337,1982,2020-08-10
45,2024-02-23,2024-03-08,77,20,2373,2232,2024-03-09
45,2024-07-15,2024-07-29,76,11,3620,3450,2024-07-30
45,2019-12-19,2020-01-02,63,20,2022,1850,2020-01-03
45,2021-12-16,2021-12-30,60,1,2333,1968,2021-12-31
45,2015-06-25,2015-07-09,79,0,2529,2304,2015-07-10
45,2015-09-27,2015-10-11,71,1,3297,2911,2015-10-12
45,2018-09-28,2018-10-12,65,20,3458,3293,2018-10-13
45,2023-06-30,2023-07-14,78,4,2716,2592,2023-07-15
45,2022-12-15,2022-12-29,72,18,2924,2430,2022-12-30
46,2023-04-09,2023-04-23,61,12,3882,3392,2023-04-24
46,2017-09-04,2017-09-18,72,19,2607,2275,2017-09-19
46,2021-09-09,2021-09-23,73,13,2182,1791,2021-09-24
46,2022-11-27,2022-12-11,79,5,3010,2769,2022-12-12
46,2023-10-23,2023-11-06,80,19,2619,2493,2023-11-07
46,2022-10-24,2022-11-07,64,2,2583,2118,2022-11-08
46,2016-03-19,2016-04-02,67,10,2868,2691,2016-04-03
46,2020-09-15,2020-09-29,61,17,2775,2403,2020-09-30
46,2023-10-03,2023-10-17,60,7,2481,2060,2023-10-18
46,2021-08-01,2021-08-15,73,2,3155,2891,2021-08-16
46,2022-08-06,2022-08-20,70,17,2703,2577,2022-08-21
46,2018-06-14,2018-06-28,77,2,2732,2506,2018-06-29
46,2022-11-02,2022-11-16,62,15,3383,2977,2022-11-17
46,2016-12-07,2016-12-21,60,14,2835,2632,2016-12-22
46,2019-12-29,2020-01-12,78,1,2988,2746,2020-01-13
46,2023-01-30,2023-02-13,77,6,2103,1663,2023-02-14
46,2020-11-11,2020-11-25,61,0,2689,2456,2020-11-26
46,2020-01-06,2020-01-20,60,13,3376,3254,2020-01-21
46,2018-11-30,2018-12-14,62,17,2395,2185,2018-12-15
46,2019-10-26,2019-11-09,61,13,2109,1876,2019-11-10
46,2021-11-07,2021-11-21,70,0,2015,1619,2021-11-22
46,2017-07-05,2017-07-19,78,15,3814,3438,2017-07-20
46,2015-03-08,2015-03-22,61,12,2628,2451,2015-03-23
46,2021-12-21,2022-01-04,70,5,3199,2915,2022-01-05
47,2021-02-19,2021-03-05,65,10,3324,3182,2021-03-06
47,2019-09-11,2019-09-25,76,19,3014,2843,2019-09-26
47,2024-05-20,2024-06-03,71,12,3219,2737,2024-06-04
47,2015-12-28,2016-01-11,65,9,2038,1681,2016-01-12
47,2021-07-23,2021-08-06,60,4,2856,2643,2021-08-07
47,2024-02-05,2024-02-19,70,4,2731,2459,2024-02-20
47,2015-01-01,2015-01-15,72,19,2071,1754,2015-01-16
47,2015-09-11,2015-09-25,80,4,3106,2806,2015-09-26
47,2017-09-13,2017-09-27,75,19,3649,3527,2017-09-28
47,2018-12-27,2019-01-10,75,16,3399,3037,2019-01-11
47,2021-03-11,2021-03-25,79,3,2474,2202,2021-03-26
47,2018-10-10,2018-10-24,71,20,3411,2992,2018-10-25
47,2018-03-25,2018-04-08,78,6,2546,2149,2018-04-09
47,2019-08-24,2019-09-07,73,0,2653,2423,2019-09-08
47,2017-09-08,2017-09-22,67,10,2228,1751,2017-09-23
47,2022-01-23,2022-02-06,80,17,2236,1974,2022-02-07
47,2020-06-29,2020-07-13,60,16,2427,2292,2020-07-14
47,2019-02-15,2019-03-01,63,8,2829,2504,2019-03-02
47,2023-03-29,2023-04-12,67,10,3587,3403,2023-04-13
47,2022-12-04,2022-12-18,68,13,3159,2742,2022-12-19
47,2021-05-11,2021-05-25,78,18,2511,2040,2021-05-26
47,2021-12-28,2022-01-11,80,6,2152,1888,2022-01-12
47,2022-09-14,2022-09-28,74,11,2541,2430,2022-09-29
47,2016-07-06,2016-07-20,60,9,3801,3488,2016-07-21
48,2016-09-27,2016-10-11,79,0,2557,2190,2016-10-12
48,2020-01-03,2020-01-17,68,4,2515,2287,2020-01-18
48,2014-12-29,2015-01-12,75,6,3768,3428,2015-01-13
48,2024-05-18,2024-06-01,74,16,3638,3534,2024-06-02
48,2019-09-30,2019-10-14,75,6,2479,2284,2019-10-15
48,2023-09-28,2023-10-12,71,6,3096,2963,2023-10-13
48,2023-05-12,2023-05-26,75,1,3600,3464,2023-05-27
48,2017-12-30,2018-01-13,69,9,2487,2321,2018-01-14
48,2018-03-21,2018-04-04,73,7,3963,3817,2018-04-05
48,2015-07-08,2015-07-22,74,6,3362,2884,2015-07-23
48,2019-06-03,2019-06-17,80,4,3549,3162,2019-06-18
48,2019-03-26,2019-04-09,62,14,3828,3448,2019-04-10
48,2024-05-02,2024-05-16,68,11,2935,2688,2024-05-17
48,2023-11-04,2023-11-18,67,9,2026,1776,2023-11-19
48,2024-03-19,2024-04-02,64,15,3670,3506,2024-04-03
48,2015-10-18,2015-11-01,76,0,3113,2875,2015-11-02
48,2022-03-01,2022-03-15,70,9,3754,3417,2022-03-16
48,2016-11-13,2016-11-27,75,0,3088,2872,2016-11-28
48,2019-04-17,2019-05-01,61,0,2337,2227,2019-05-02
48,2018-01-29,2018-02-12,63,6,3240,2836,2018-02-13
48,2021-07-28,2021-08-11,71,19,2438,2166,2021-08-12
48,2023-11-03,2023-11-17,62,7,3898,3617,2023-11-18
48,2018-05-11,2018-05-25,66,2,3613,3327,2018-05-26
48,2022-01-16,2022-01-30,73,20,2069,1808,2022-01-31
49,2022-01-02,2022-01-16,61,3,3847,3375,2022-01-17
49,2019-10-01,2019-10-15,61,13,2458,2123,2019-10-16
49,2017-06-14,2017-06-28,66,10,2872,2584,2017-06-29
49,2021-03-19,2021-04-02,80,4,3306,2876,2021-04-03
49,2018-01-07,2018-01-21,71,15,3972,3828,2018-01-22
49,2015-04-28,2015-05-12,66,10,2950,2688,2015-05-13
49,2022-01-10,2022-01-24,61,0,3504,3247,2022-01-25
49,2020-05-27,2020-06-10,80,17,2436,2233,2020-06-11
49,2014-12-19,2015-01-02,71,5,2430,2127,2015-01-03
49,2017-10-01,2017-10-15,60,0,3744,3263,2017-10-16
49,2023-01-11,2023-01-25,69,9,2187,1878,2023-01-26
49,2021-04-10,2021-04-24,64,6,2173,1684,2021-04-25
49,2017-09-24,2017-10-08,74,3,2342,2155,2017-10-09
49,2015-12-01,2015-12-15,65,11,2098,1758,2015-12-16
49,2018-09-14,2018-09-28,66,19,3617,3152,2018-09-29
49,2014-09-01,2014-09-15,69,10,3917,3727,2014-09-16
49,2015-04-09,2015-04-23,65,16,2764,2376,2015-04-24
49,2023-03-19,2023-04-02,78,5,2215,1898,2023-04-03
49,2018-04-04,2018-04-18,69,0,2479,2116,2018-04-19
49,2017-05-20,2017-06-03,69,4,3044,2686,2017-06-04
49,2018-03-10,2018-03-24,70,18,2558,2362,2018-03-25
49,2022-12-30,2023-01-13,75,0,3805,3655,2023-01-14
49,2020-10-05,2020-10-19,65,19,3219,3026,2020-10-20
49,2018-08-31,2018-09-14,69,3,3929,3808,2018-09-15
50,2017-07-29,2017-08-12,74,11,3491,3331,2017-08-13
50,2021-03-01,2021-03-15,70,9,3228,2969,2021-03-16
50,2016-05-16,2016-05-30,60,8,2982,2852,2016-05-31
50,2022-01-12,2022-01-26,79,17,3559,3266,2022-01-27
50,2023-01-27,2023-02-10,60,15,2942,2552,2023-02-11
50,2016-06-01,2016-06-15,69,14,3910,3436,2016-06-16
50,2017-05-03,2017-05-17,76,12,3654,3215,2017-05-18
50,2018-07-01,2018-07-15,65,4,3819,3577,2018-07-16
50,2019-01-17,2019-01-31,66,19,2229,1954,2019-02-01
50,2018-12-17,2018-12-31,79,12,2153,1954,2019-01-01
50,2021-01-29,2021-02-12,66,2,2344,1897,2021-02-13
50,2021-03-16,2021-03-30,74,12,3198,2863,2021-03-31
50,2020-09-16,2020-09-30,74,4,2687,2527,2020-10-01
50,2015-05-18,2015-06-01,75,6,3937,3770,2015-06-02
50,2022-12-31,2023-01-14,60,13,2280,1943,2023-01-15
50,2017-12-17,2017-12-31,80,0,3219,2947,2018-01-01
50,2015-04-11,2015-04-25,80,5,3355,2966,2015-04-26
50,2021-12-13,2021-12-27,73,16,2557,2392,2021-12-28
50,2019-09-12,2019-09-26,76,18,2676,2277,2019-09-27
50,2019-09-01,2019-09-15,71,7,2459,2060,2019-09-16
50,2020-11-20,2020-12-04,76,3,3116,2652,2020-12-05
50,2019-12-15,2019-12-29,60,19,3146,3028,2019-12-30
50,2018-09-03,2018-09-17,71,5,3811,3477,2018-09-18
50,2024-01-14,2024-01-28,65,19,3957,3467,2024-01-29
51,2016-07-28,2016-08-11,76,19,2085,1644,2016-08-12
51,2023-02-04,2023-02-18,77,8,2902,2612,2023-02-19
51,2016-06-02,2016-06-16,69,16,2184,1707,2016-06-17
51,2023-07-14,2023-07-28,66,7,2142,1846,2023-07-29
51,2018-08-25,2018-09-08,78,17,2401,2071,2018-09-09
51,2024-03-28,2024-04-11,78,13,3571,3444,2024-04-12
51,2024-07-12,2024-07-26,63,19,3340,3085,2024-07-27
51,2023-05-03,2023-05-17,69,3,2838,2681,2023-05-18
51,2020-03-15,2020-03-29,68,5,2082,1912,2020-03-30
51,2020-10-14,2020-10-28,77,20,2590,2378,2020-10-29
51,2015-06-16,2015-06-30,74,12,3481,3373,2015-07-01
51,2017-05-15,2017-05-29,76,1,3746,3475,2017-05-30
51,2019-09-20,2019-10-04,76,0,2957,2570,2019-10-05
51,2022-01-21,2022-02-04,67,9,2099,1753,2022-02-05
51,2018-07-12,2018-07-26,78,13,2159,1979,2018-07-27
51,2015-09-22,2015-10-06,72,16,2984,2666,2015-10-07
51,2015-07-14,2015-07-28,80,2,2164,1955,2015-07-29
51,2023-03-23,2023-04-06,65,20,3418,3054,2023-04-07
51,2023-11-24,2023-12-08,64,5,3936,3829,2023-12-09
51,2023-06-17,2023-07-01,66,18,2849,2398,2023-07-02
51,2023-09-24,2023-10-08,66,12,2251,1834,2023-10-09
51,2017-11-14,2017-11-28,62,16,3853,3386,2017-11-29
51,2021-03-23,2021-04-06,77,4,3818,3597,2021-04-07
51,2020-12-06,2020-12-20,76,0,3741,3529,2020-12-21
52,2015-05-02,2015-05-16,68,1,3569,3263,2015-05-17
52,2015-01-27,2015-02-10,80,7,2941,2687,2015-02-11
52,2024-03-28,2024-04-11,70,12,3984,3855,2024-04-12
52,2019-01-24,2019-02-07,78,11,3580,3158,2019-02-08
52,2023-08-18,2023-09-01,79,17,2592,2290,2023-09-02
52,2014-10-26,2014-11-09,66,15,2999,2754,2014-11-10
52,2022-11-24,2022-12-08,70,3,3351,3176,2022-12-09
52,2022-10-11,2022-10-25,79,1,3024,2567,2022-10-26
52,2020-06-26,2020-07-10,69,18,2964,2839,2020-07-11
52,2015-12-05,2015-12-19,61,9,3727,3600,2015-12-20
52,2020-08-30,2020-09-13,61,17,3767,3394,2020-09-14
52,2015-12-27,2016-01-10,64,9,3131,2699,2016-01-11
52,2022-05-15,2022-05-29,79,8,3576,3153,2022-05-30
52,2020-01-24,2020-02-07,64,6,3444,3123,2020-02-08
52,2018-04-10,2018-04-24,62,11,3361,3048,2018-04-25
52,2021-11-17,2021-12-01,64,9,2069,1731,2021-12-02
52,2023-04-14,2023-04-28,78,14,2292,2136,2023-04-29
52,2022-10-15,2022-10-29,75,4,2399,2027,2022-10-30
52,2022-09-19,2022-10-03,68,12,2339,2169,2022-10-04
52,2016-07-31,2016-08-14,75,8,3165,2769,2016-08-15
52,2019-08-09,2019-08-23,78,13,2349,2123,2019-08-24
52,2016-12-16,2016-12-30,61,18,2621,2304,2016-12-31
52,2024-01-04,2024-01-18,69,9,3376,3087,2024-01-19
52,2019-08-16,2019-08-30,60,8,2127,1721,2019-08-31
53,2021-09-17,2021-10-01,68,0,2635,2446,2021-10-02
53,2016-10-07,2016-10-21,72,8,2914,2638,2016-10-22
53,2018-11-25,2018-12-09,72,12,3855,3434,2018-12-10
53,2021-10-24,2021-11-07,66,10,2373,2117,2021-11-08
53,2017-03-26,2017-04-09,72,14,2150,1918,2017-04-10
53,2020-02-23,2020-03-08,72,3,3201,2879,2020-03-09
53,2019-09-22,2019-10-06,72,3,3219,3051,2019-10-07
53,2021-06-27,2021-07-11,61,18,2280,2167,2021-07-12
53,2021-03-20,2021-04-03,77,15,3678,3459,2021-04-04
53,2018-09-24,2018-10-08,80,6,3454,3299,2018-10-09
53,2020-09-17,2020-10-01,63,4,3515,3087,2020-10-02
53,2021-07-07,2021-07-21,66,0,3281,2879,2021-07-22
53,2020-12-07,2020-12-21,61,10,2122,1957,2020-12-22
53,2019-08-29,2019-09-12,73,10,3071,2572,2019-09-13
53,2015-04-25,2015-05-09,78,2,2936,2476,2015-05-10
53,2017-02-18,2017-03-04,65,8,2352,2219,2017-03-05
53,2015-08-12,2015-08-26,76,20,3800,3500,2015-08-27
